Record Type|Document Number|Local Report Number|Crash Severity|Private Property Indicator|Hit/Skip|Photos Taken|Reporting Agency NCIC|Number of Units|Unit in Error|Crash Date|Time of Crash|Day of Week|In City, Village, Township|FIPS Place Code|Enter Name of City, Village, Township|County|Latitude|Longitude|Crash/Loc Prefix|Location Road Name|Location Road Type|Distance from Reference|Direction from Reference|Ref Road Prefix|Reference Road Name|Reference Route Type|Reference Point Used|Crash Location|Location of First Harmful Event|Road Contour|Road Conditions - Primary|Road Conditions - Secondary|Manner of Crash Collision/Impact|Weather|Light Conditions - Primary|Light Conditions - Secondary|School Bus Related|Work Zone Related|Type of Work Zone|Location of Crash in Work Zone|Workers Present|Road Surface|Number of Lanes|Alcohol Related|Drug Related|Total Injured|Total Killed|Animal Related|Bicycle Related|Motorcycle Related|Speed Related|Pedestrian Related|Semi-Truck Related|Small Truck Related|Youth Related|Teen Related|Drinking Driver <21 Related|Senior Related|Local Information|Divided/Undivided roadway|Divided Lane Direction of Travel|Location Route Number|Location Route Type|Distance from Reference Measurement|Reference Route Number|Intersection Related|School Zone Related|Law Enforcement Present in Work Zone|Reference Road Type
C|20146006403|57-0100-68|3|0|0|1|OHP57|1|1|1172014|909|6|3|31472|Gratis|68|39.622386|84.65572||||100.0|S||4||2|1|4|3|3||1|6|1||1|0|0|0|0.0|2|2|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1||2||127|US|2||0|0|1|MP
C|20146006503|85-0108-38|3|0|0|1|OHP85|1|1|1172014|1915|6|3|64584|Prairie (Township of)|38|40.625355|81.88996||||0.3|E|||TR|1|1|4|2|4|2.0|1|2|5||1|0|0|0|0.0|2|2|0|0|0|0|0|0|0|1|0|0|0|1|1|0|0||2||0189|CR|1|0568|0|0|1|
C|20146006603|78-0057-78|3|0|0|0|OHP78|2|1|1172014|1824|6|3|36596|Hubbard (Township of)|78|41.182144|80.5252||||0.1|W||237||2|1|1|1|3||7|6|5||1|0|0|0|0.0|2|2|0|0|0|0|0|0|0|1|0|1|0|0|0|0|0||1|W|80|IR|1||0|0|1|MP
C|20146006703|89-0083-86|2|0|0|1|OHP89|1|1|1162014|1049|5|3|57162|Northwest (Township of)|86|41.626932|84.71346||||0.8|E||4||2|1|3|3|3||1|6|1||1|0|0|0|0.0|2|2|0|0|1|0|0|0|0|1|0|1|0|0|0|0|0|WB|1|W|80|IR|1||0|0|1|MP
C|20146006803|23-0068-23|3|0|0|1|OHP23|1|1|1172014|940|6|3|63240|Pleasant (Township of)|23|39.758942|82.57946||||0.1|S||12||2|1|6|2|3||1|6|1||1|0|0|0|0.0|2|2|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0||2||37|SR|1||0|0|1|MP
C|20146006903|89-0108-87|3|0|0|0|OHP89|1|1|1192014|1212|1|3|41328|Lake (Township of)|87|41.511956|83.42509||||0.4|E||74||2|1|4|1|3||1|8|1||1|0|0|0|0.0|2|3|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|EB|1|E|80|IR|1||0|0|1|MP
C|20146007003|59-0112-59|3|0|1|1|OHP59|2|1|1182014|605|7|3|14030|Chester (Township of)|59|40.472896|82.72326||||0.0||||TR|1|3|1|1|3||6|6|5||1|0|0|0|0.0|4|2|0|0|0|0|0|0|0|0|0|0|1|1|0|0|0||2||172|CR|0|175|0|0|1|
C|20146007103|145000510|2|0|0|0|CIP00|2|1|1182014|1845|7|1|15000|Cincinnati|31|39.1645|84.51675||Clifton|AV|0.0|||4166||3|2|1|1|3||6|6|4||1|0|0|0|0.0|2|2|0|0|3|0|0|0|0|0|0|0|0|1|0|0|0|5|2||||0||1|0|1|
C|20146007203|09-0042-09|3|0|0|1|OHP09|2|1|1172014|1736|6|3|78246|West Chester (Township of) AKA Union Township|9|39.367526|84.366||||0.2|S||24||2|1|1|1|3||6|6|1||1|0|0|0|0.0|2|4|0|0|0|0|0|0|0|1|0|1|0|0|0|0|0||1|S|75|IR|1||0|0|1|MP
C|20146007303|47-0133-47|3|0|0|1|OHP47|2|2|1182014|1330|7|3|25270|Elyria (Township of)|47|41.399302|82.11645||||100.0|N||20||2|1|1|1|1||7|2|1||1|0|0|0|0.0|2|2|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0||1|S|57|SR|2||0|0|1|MP
C|20146007403|30-0054-61|2|0|2|1|OHP30|2|2|1172014|2133|6|3|58310|Olive (Township of)|61|39.653153|81.4671||||0.1|N||18||2|1|1|3|4||7|6|5||1|0|0|0|0.0|2|2|0|0|1|0|0|0|0|0|0|0|0|1|1|0|0||1|S|77|IR|1||0|0|1|MP
C|20146007503|T14000409|3|0|0|0|07701|2|1|1202014|2243|2|1|1000|Akron|77|41.061826|81.54914000000002||La Croix|AV|0.0|||1179||3|1|1|2|1||1|2|4||1|0|0|0||3|2|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||2||||0||0|0|0|
C|20146007603|60-0038-16|3|0|0|1|OHP60|2|2|1162014|1140|5|3|77896|Tuscarawas (Township of)|16|40.279746|81.87111999999998|W|Bridge|ST|25.0|E|||CR|1|1|1|2|1||8|1|1||1|0|0|0|0.0|2|2|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|BRIDGE STREET|2||||2|1A|1|0|1|
C|20146007703|72-0101-74|2|0|0|1|OHP72|1|1|1192014|427|1|3|63394|Pleasant (Township of)|74|41.241669|83.13110999999998||||0.1|N|||CR|1|1|4|1|3||1|2|5||1|0|0|0|0.0|2|2|0|0|3|0|0|0|0|0|0|0|0|1|0|0|0||2||51|CR|1|15|0|0|1|
C|20146007803|89-0101-86|3|0|2|1|OHP89|2|2|1172014|609|6|3|8140|Brady (Township of)|86|41.604351|84.40796999999998||||0.8|E||20||2|1|1|1|3|2.0|7|6|4||1|0|0|0|0.0|2|2|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|TIFFIN RIVER|1|E|80|IR|1||0|0|1|MP
C|20146007903|0000000014-114|3|0|0|1|05400|1|1|1192014|1845|1|3|47782|Marion (Township of)|54|40.422151|84.46476||AMSTERDAM|RD|0.5|E||ST. JOHNS RD|CR|1|1|1|1|3|4.0|1|1|5||1|0|0|0|0.0|2|2|0|0|0|0|0|0|0|0|0|0|0|1|1|0|0|1 (OR)|2||50D|TR|1|171|0|0|1|RD
C|20146008003|T14000413|2|0|0|0|07701|1|1|1212014|945|3|1|1000|Akron|77|41.051542|81.50005||Inman|ST|0.0|||Cole||1|2|1|1|4||1|1|1||1|0|0|0||2|2|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0||2||||0||0|0|0|AV
C|20146008103|14000583|3|0|0|1|01100|1|1|1062014|1255|2|3|30982|Goshen (Township of)|11|40.059985|83.58934|||ST|0.0|||8629||3|1|1|1|4|3.0|1|2|1||1|0|0|0|0.0|2|2|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0||2||00004|SR|0||0|0|1|
C|20146008203|71-0139-71|2|0|0|1|OHP71|2|2|1212014|1752|3|3|70898|Scioto (Township of)|71|39.350009|83.05086||||40.0|W||Veterans||1|3|1|1|1||3|1|4||1|0|0|0|0.0|2|2|0|0|2|0|0|0|0|0|0|0|0|0|0|0|0||2||50|US|2||1|0|1|PK
C|20146008303|90-0122-72|3|0|0|0|OHP90|1|1|1172014|2322|6|3|77162|Townsend (Township of)|72|41.353498|82.87469||||0.5|W||105||2|1|1|1|3|2.0|1|6|5||1|0|0|0|0.0|2|3|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|EB|1|E|80|IR|1||0|0|1|MP
C|20146008404|14-00612|3|0|0|1|02301|2|1|1222014|1732|4|1|41720|Lancaster|23|39.723826|82.59861|E|FAIR|AV|0.0|||226||3|1|1|1|1||2|1|3||1|0|0|0||2|2|0|0|0|0|0|0|0|0|0|0|0|1|1|0|1||2||||0||0|0|0|
C|20146008504|08-0113-08|3|0|0|1|OHP08|1|1|1222014|850|4|3|28210|Franklin (Township of)|8|38.923365|83.77249||||0.5|W|||TR|1|10|4|3|1|3.0|1|1|1||1|0|0|0|0.0|2|2|0|0|0|0|0|0|0|1|0|0|0|1|0|0|0||2||17B|CR|1|62|0|0|1|
C|20146008604|83-0127-29|2|0|0|1|OHP83|2|1|1192014|1345|1|1|4720|Beavercreek|29|39.714533|84.090908||||0.0|||13||2|1|1|1|2||7|1|1||1|0|0|0|0.0|2|3|0|0|1|0|0|0|0|1|0|0|0|1|0|0|0||1|S|71|IR|0||0|0|1|MP
C|20146008704|72-0126-72|2|0|0|1|OHP72|1|1|1232014|2015|5|3|81592|Washington (Township of)|72|41.398384|83.23573||||0.4|W||11||2|1|3|1|2||1|2|5||1|0|0|0|0.0|2|4|0|0|1|0|0|0|0|1|0|0|0|1|1|0|0||1|E|20|US|1||0|0|1|MP
C|20146008804|23-0096-23|2|0|0|1|OHP23|2|2|1222014|1850|4|3|80570|Walnut (Township of)|23|39.891173|82.53549||||0.0||||SR|1|3|1|1|1||6|2|5||1|0|0|0|0.0|2|2|0|0|1|0|0|0|0|0|0|0|0|1|1|0|0||2||58|CR|0|204|1|0|1|
C|20146008903|5-14-52|3|0|0|1|01303|2|1|1032014|1825|6|1|50176|Milford|13|39.17680900000001|84.28749||MAIN|ST|0.0|||LILA||1|6|1|1|1|99.0|2|2|4|9.0|1|0|0|0||2|2|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||2||50|US|0||1|0|0|AV
C|20146009003|49-0071-49|3|0|0|1|OHP49|1|1|1232014|1110|5|3|11234|Canaan (Township of)|49|40.027939|83.26181||||0.2|N|||CR|1|1|6|1|3||1|1|1||1|0|0|0|0.0|2|2|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||2||7|CR|1|44|0|0|1|
C|20146009103|44-0047-44|2|0|0|1|OHP44|1|1|1202014|1040|2|3|24822|Elizabeth (Township of)|44|38.646788|82.62771||||0.2|W|||TR|1|1|4|2|1||1|1|1||1|0|0|0|0.0|2|2|0|0|1|0|0|0|0|0|0|0|1|0|0|0|0||2||4|CR|1|160|0|0|1|
C|20146009203|140067627|3|0|0|0|COP00|2|2|1252014|158|7|1|18000|Columbus|25|40.006557|83.02334||Olentangy Riv|RD|2.0|N|W|Lane||1|2|1|1|3||6|6|4||1|0|0|0|0.0|2|2|0|0|0|0|0|0|0|0|0|0|0|1|1|0|0|43|1|N|||2||1|0|1|AV
C|20146009303|14-00647|3|0|1|0|02301|2|99|1242014|1100|6|1|41720|Lancaster|23|39.721268|82.60426|N|COLUMBUS|ST|20.0|N|W|ALLEN||1|1|1|1|1|3.0|7|1|1||1|0|0|0||2|2|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||2||158|SR|2||0|0|0|ST
C|20146009403|2014000000329|3|0|0|0|03144|1|1|1242014|940|6|3|31752|Green (Township of)|31|39.128889|84.65196999999998||Ebenezer Rd|RD|0.0|||001942||3|1|1|1|4|7.0|1|1|1||1|0|0|0||2|2|0|0|0|0|0|0|0|0|0|0|0|1|1|0|0||2||||0||0|0|1|
C|20146009503|145000739|3|0|1|0|CIP00|2|1|1242014|2200|6|1|15000|Cincinnati|31|39.108304|84.5146|E|12th|ST|0.0|||1||3|1|1|1|1||2|1|4||1|0|0|0|0.0|2|2|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|1|2||||0||0|0|1|
C|20146009603|57-0127-57|3|0|0|1|OHP57|2|1|1212014|830|3|3|49392|Miami (Township of)|57|39.597095|84.23744||||0.3|S||42||2|1|1|1|3|4.0|7|6|1||1|0|0|0|0.0|2|3|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0||1|N|75|IR|1||0|0|1|MP
C|20146009703|70-0237-70|2|0|0|1|OHP70|1|1|1252014|1549|7|3|50092|Mifflin (Township of)|70|40.78285|82.4104||||0.3|E||17||2|1|4|1|3|7.0|1|2|1||1|0|0|0|0.0|2|2|0|0|1|0|0|0|0|1|0|0|1|1|0|0|0||1|W|30|US|1||0|0|1|MP
C|20146009803|45-0076-45|3|0|0|1|OHP45|3|1|1202014|2106|2|3|78400|Union (Township of)|45|39.94367|82.57059||||0.2|E||124||2|1|1|1|1||6|1|5||1|0|0|0|0.0|2|2|0|0|0|0|0|0|0|0|0|1|0|1|1|0|0||1|W|70|IR|1||0|0|1|MP
C|20146009903|89-0153-87|3|0|0|1|OHP89|1|1|1262014|947|1|3|41328|Lake (Township of)|87|41.532027|83.47923||||0.5|W||71||2|1|3|2|3|4.0|1|6|1||1|0|0|0|0.0|2|3|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|EB|1|E|80|IR|1||0|0|1|MP
C|20146010003|59-0151-42|3|0|0|1|OHP59|1|1|1242014|1850|6|3|51436|Monroe (Township of)|42|40.411326|82.39707||||0.1|W|||TR|1|1|4|2|1||1|8|5||1|0|0|0|0.0|2|2|0|0|0|0|0|0|0|0|0|0|0|1|1|0|0||2||36|US|1|237|0|0|1|
C|20146010103|140073050|2|0|0|0|COP00|1|1|1272014|104|2|1|18000|Columbus|25|39.986968|83.00216999999998|N|4th|ST|50.0|N||Detroit||1|2|4|1|2||1|2|4||1|0|0|0|0.0|2|4|1|0|1|0|0|0|0|0|0|0|1|0|0|0|0|42|2||||2||0|0|1|AV
C|20146010203|07-0106-07|2|0|0|1|OHP07|1|1|1232014|1125|5|3|80864|Warren (Township of)|7|40.022741|81.15735||||0.6|S||14||2|1|6|3|3||1|6|1||1|0|0|0|0.0|2|2|0|0|1|0|0|0|0|0|0|0|0|1|1|0|0||2||800|SR|1||0|0|1|MP
C|20146010303|201400197|3|0|0|0|04702|1|1|1242014|1541|6|1|3352|Avon|47|41.456081|82.00856999999998||DETROIT|RD|50.0|W||35290||3|1|2|1|3|4.0|1|6|1||1|0|0|0|0.0|2|2|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1||2||254|SR|2||0|0|1|
C|20146010403|14WHI-1997-AC|3|0|0|0|02511|2|1|1272014|1146|2|1|84742|Whitehall|25|39.973248|82.90213|E|BROAD|ST|0.0|||MAPLEWOOD||1|1|1|1|2|7.0|6|1|1||1|0|0|0|0.0|2|4|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0||2||16|SR|0||0|0|0|AV
C|20146010503|90-0155-22|3|0|0|1|OHP90|1|1|1252014|1000|7|3|5802|Berlin (Township of)|22|41.326963|82.51196||||0.4|W||124||2|1|4|1|3|4.0|1|6|1||1|0|0|0|0.0|2|3|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|WB|1|W|80|IR|1||0|0|1|MP
C|20146010603|140073193|2|0|0|0|COP00|2|2|1272014|235|2|1|18000|Columbus|25|39.960003|82.94797|S|Nelson|RD|0.0|||Bryden||1|2|1|1|2||3|6|4||1|0|0|0|0.0|2|1|1|0|1|0|0|0|0|1|0|0|1|0|0|0|0|121|2||||0||0|0|1|RD
C|20146010703|2014000002231|3|0|0|1|08304|2|1|1222014|850|4|1|48188|Mason|83|39.351908|84.33286||Tylersville Road|RD|10.0|W||Snider||1|1|1|1|1|3.0|2|2|1||1|0|0|0||2|4|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||1|E|||1||0|0|0|DR
C|20146010801|21401156|3|0|0|1|05203|1|1|1252014|900|7|1|80304|Wadsworth|52|41.044191|81.69175||||300.0|E|||SR|1|1|2|1|3|7.0|1|6|1||1|0|0|0|0.0|2|2|0|0|0|0|0|0|0|1|0|0|0|1|0|0|0|E INTERSTATE 76/AKRO|1|E|76|IR|2|261|0|0|1|
C|20146010901|06-0104-06|3|0|0|1|OHP06|1|1|1242014|2300|6|3|82054|Wayne (Township of)|6|40.615361|83.93462||Fairmount|RD|0.1|W||Smith||1|1|4|1|3|4.0|1|1|5||1|0|0|0|0.0|2|2|0|0|0|0|0|0|0|1|0|0|0|1|1|0|0||2||||1||0|0|1|RD
C|20146011001|13-0249-13|3|0|0|1|OHP13|2|1|1272014|1709|2|3|78288|Union (Township of)|13|39.106061|84.27928||||0.5|E|||CR|1|1|1|1|1||2|1|1||1|0|0|0|0.0|2|2|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|OLD SR 74|2||171|CR|1|154|1|0|1|
C|20146011101|60-0079-60|3|0|0|1|OHP60|2|2|1252014|1508|7|3|26502|Falls (Township of)|60|39.982757|82.01128||Garden|RD|150.0|E||Ball||1|1|4|2|3||1|1|1||1|0|0|0|0.0|2|2|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|GARDEN ROAD|2||||2||0|0|1|RD
C|20146011201|47-0197-47|3|0|0|1|OHP47|1|1|1262014|1539|1|3|25270|Elyria (Township of)|47|41.410208|82.157861||||0.1|E||167||2|1|3|2|2||1|2|1||1|0|0|0|0.0|2|2|0|0|0|0|0|0|0|0|0|0|0|1|1|0|0||1|W|2|SR|1||0|0|1|MP
C|20146011301|79-0157-79|3|0|0|1|OHP79|1|1|1262014|1417|1|3|38836|Jefferson (Township of)|79|40.383001|81.56106||||0.2|S||72||2|1|4|2|3||1|2|1||1|0|0|0|0.0|2|2|0|0|0|0|0|0|0|1|0|0|0|1|1|0|0||1|S|77|IR|1||0|0|1|MP
C|20146011400|14-0273A|3|0|0|1|07725|1|1|1252014|1253|7|3|74130|Springfield (Township of)|77|41.034527|81.44740999999998||US 224|HW|0.0|||2305 E WATERLOO||3|1|2|3|7|3.0|1|6|1||1|0|0|0||2|4|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0||2||224|US|0||0|0|0|
C|20146011500|T14000539|3|0|0|1|07701|2|99|1252014|1455|7|1|1000|Akron|77|41.071189|81.48915||||0.0||E|Exchange||1|3|1|2|3|7.0|7|6|1||1|0|0|0||2|2|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0||1|E|0018E|SR|0||0|0|0|ST
C|20146011600|145000844|3|0|0|0|CIP00|2|1|1292014|840|4|1|15000|Cincinnati|31|39.102062|84.50111||Mcmillan|ST|0.0|||1316||3|1|1|1|1||7|1|1||1|0|0|0|0.0|2|4|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|2|2||||0||0|0|1|
C|20146011700|140043781|3|0|0|0|COP00|3|3|1162014|1556|5|1|18000|Columbus|25|40.00638|82.9983|N|4th|ST|20.0|S|E|Norwich||1|1|1|1|3|4.0|2|6|1||1|0|0|0|0.0|2|3|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0||2||||3||0|0|1|AV
C|20146011800|140079816|3|0|0|0|COP00|2|2|1292014|1600|4|1|18000|Columbus|25|39.956557|82.91346|E|Main|ST|5.0|W|S|Ashburton||1|1|1|1|1||7|1|1||1|1|4|4|1.0|2|4|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|Z2/9|2||||2||0|0|2|RD
C|20146011900|2014000002339|3|0|2|1|08304|2|2|1232014|1718|5|1|48188|Mason|83|39.33718|84.33667||Western Row Road|RD|0.0|||001048||3|3|4|1|1||1|1|1||1|0|0|0||2|4|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||2||||0||0|0|0|
C|20146012000|14006310|3|0|1|1|05714|1|1|1302014|53|5|1|36610|Huber Heights|57|39.851263|84.11107|||ST|70.0|N||LEYDEN||1|1|6|1|1||1|1|4||1|0|0|0|0.0|2|5|1|0|0|0|0|0|0|1|0|0|0|0|0|0|0||2||00201|SR|2||0|0|1|LA
C|20146012100|05-0130-05|3|0|0|1|OHP05|1|1|1282014|2340|3|3|77420|Trimble (Township of)|5|39.490212|82.08585||||0.1|N||Cross||1|1|4|1|4||1|1|5||1|0|0|0|0.0|2|2|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0||2||32|CR|1||0|0|1|ST
C|20146012200|140100487|2|0|0|1|07203|2|1|1172014|1642|6|1|28826|Fremont|72|41.34268|83.09691|E|State|ST|0.0|||Pennsylvania||1|2|1|1|4|3.0|6|2|1||1|0|0|0||2|4|0|0|1|0|0|0|0|1|0|0|0|0|0|0|1||2||||0||1|0|0|AV
C|20146012300|70-0239-70|3|0|2|1|OHP70|1|1|1252014|2234|7|3|51576|Monroe (Township of)|70|40.73425200000001|82.39979||Mt. Zion|RD|0.0|||Smart||1|3|4|1|3||1|6|5||1|0|0|0|0.0|2|2|1|0|0|0|0|0|0|1|0|0|1|0|0|0|0||2||||0||0|0|1|RD
C|20146012400|57-0171-57|2|0|0|1|OHP57|2|2|1282014|1745|3|3|49392|Miami (Township of)|57|39.621828|84.22695||||0.4|S||01||2|1|1|1|1||2|1|3||1|0|0|0|0.0|2|2|0|0|1|0|0|0|0|1|0|0|1|1|1|0|1||1|S|675|IR|1||0|0|1|MP
C|20146012500|T14000611|3|0|0|0|07701|2|99|1282014|505|3|1|1000|Akron|77|41.0472|81.48281999999998||Eugene|ST|0.0|||747||3|1|1|1|3|4.0|8|2|4||1|0|0|0||2|2|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0||2||||0||0|0|0|
C|20146012599|140076901|3|0|0|0|COP00|2|2|1282014|1317|3|1|18000|Columbus|25|39.915805|82.99534|S|High|ST|100.0|S|||SR|1|7|1|1|1||2|2|1||1|0|0|0|0.0|2|2|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||1|N|||2|104|1|0|1|
C|20146012699|52-0154-52|2|0|0|1|OHP52|2|2|1252014|839|7|3|48790|Medina|52|41.177611|81.81366||||0.0||||TR|1|3|1|1|3||6|6|1||1|0|0|0|0.0|2|2|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0||2||3|SR|0|115|1|0|1|
C|20146012799|76-0193-76|2|0|2|1|OHP76|2|1|1212014|500|3|3|59850|Paris (Township of)|76|40.797806|81.17487||||0.5|E||25||2|1|4|2|3|4.0|1|6|5||1|0|0|0|0.0|2|2|0|0|1|0|0|0|0|0|0|0|1|1|0|0|0||2||172|SR|1||0|0|1|MP
C|20146012899|145000924|3|0|0|0|CIP00|3|1|2012014|420|7|1|15000|Cincinnati|31|39.115521|84.52165||Central|PK|0.0|||1676||3|1|1|1|1||1|1|4||1|0|0|0|0.0|2|5|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0||2||1676|CR|0||0|0|1|
C|20146012999|51-0163-51|3|0|0|1|OHP51|1|1|2012014|805|7|3|31192|Grand Prairie (Township of)|51|40.686942|83.09284||||56.0|S||19||2|1|4|1|2|4.0|1|5|1||1|0|0|0|0.0|2|2|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0||2||0004|SR|2||0|0|1|MP
C|20146013099|72-0168-72|3|0|0|1|OHP72|1|98|1302014|1815|5|3|67188|Riley (Township of)|72|41.40627|82.98653||||0.1|W||25||2|1|1|1|1||1|2|5||1|0|0|0|0.0|2|2|0|0|0|0|1|0|0|0|0|0|0|1|0|0|0||2||0006|US|1||0|0|1|MP
C|20146013199|145000934|3|0|0|0|CIP00|2|1|2012014|1200|7|1|15000|Cincinnati|31|39.12294|84.60239||Glenway|AV|0.0|||5078||3|1|1|1|2||7|2|1||1|0|0|0|0.0|2|4|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|3|2||||0||0|0|1|
C|20146013299|84-0100-84|3|0|2|1|OHP84|2|2|1302014|30|5|2|45164|Lowell|84|39.529376|81.50414||4TH|ST|257.0|N||MCCLAIN||1|1|1|2|3||1|2|5||1|0|0|0|0.0|2|2|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||2||||2||0|0|1|ST
C|20146013399|83-0178-09|2|0|0|1|OHP83|4|1|1302014|1609|5|3|46340|Madison (Township of)|9|39.573825|84.36480999999998||Franklin-Madison|RD|0.3|N||Morningstar||1|1|1|2|1||2|1|1||2|0|0|0|0.0|2|2|0|0|3|0|0|0|0|1|1|0|1|1|0|0|1||2||||1||0|0|1|RD
C|20146013499|14001744|3|0|0|0|07500|1|1|1312014|136|6|3|46172|McLean (Township of)|75|40.358261|84.29926||FT LORAMIE SWANDERS|ST|0.1|W||LUTHMAN||1|1|6|1|7||1|2|5||1|0|0|0|0.0|2|2|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||2||||1||0|0|1|RD
C|20146013599|2014000000974|3|0|0|0|03108|2|1|1222014|1635|4|3|21504|Delhi (Township of)|31|39.103131|84.65715||Bender Road|RD|0.0|||006200||3|1|1|1|4||7|1|1||1|0|0|0|1.0|2|3|0|0|0|0|0|0|0|0|0|0|0|1|1|0|0||2||||0||1|0|0|
C|20146013698|T14000716|3|0|2|0|07701|2|2|2012014|300|7|1|1000|Akron|77|41.11047|81.50568|E|Cuyahoga Falls|AV|0.0|||335||3|1|1|2|2||2|2|4||1|0|0|0||2|2|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0||2||||0||0|0|0|
C|20146013798|08-0163-01|3|0|0|1|OHP08|1|1|2032014|905|2|3|58366|Oliver (Township of)|1|38.905853|83.55295||||0.7|E|||SR|1|1|4|4|3||1|2|1||1|0|0|0|0.0|2|2|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0||2||1D|CR|1|247|0|0|1|
C|20146013898|140095834|2|0|0|0|COP00|2|2|2042014|149|3|1|18000|Columbus|25|39.991387|83.1519||Hilliard Rome|RD|30.0|S||Jasmine||1|1|1|1|1||6|1|4||1|0|0|0|0.0|2|2|0|0|1|0|0|0|0|0|0|0|1|1|0|0|0||1|S|||2||0|0|1|LA
C|20146013998|201400338|3|0|0|1|06712|2|1|2012014|1833|7|1|75014|Streetsboro|67|41.23896|81.34035||||0.0|||RANCH||1|3|1|1|2||6|2|4||1|0|0|0|0.0|2|4|0|0|0|0|0|0|0|0|0|0|1|1|1|0|0|KFC|2||14|SR|0||0|0|1|RD
C|20146014098|2014000004655|2|0|0|0|03142|3|1|2042014|1209|3|3|21504|Delhi (Township of)|31|39.221945|84.60146999999998||Cheviot|RD|0.0|||008254||3|1|1|2|1||2|2|1||1|0|0|0||2|2|0|0|1|0|0|0|0|0|0|0|1|0|0|0|1|1|2||||0||0|0|0|
C|20146014198|140094948|3|0|0|0|COP00|2|2|2032014|1819|2|1|18000|Columbus|21|40.145733|82.9592||Polaris|PK|100.0|W||Olde Worthington||1|2|1|1|1||3|1|4||1|0|0|0|0.0|2|2|0|0|0|0|0|0|0|0|0|0|1|1|1|0|0|1\10|2||||3||1|0|1|RD
C|20146014298|140095344|3|0|0|0|COP00|2|2|2032014|2056|2|1|18000|Columbus|25|39.879357|82.98801999999998||Parsons|AV|100.0|S||Obetz||1|1|1|1|1||1|1|5||1|0|0|0|0.0|2|2|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|2/14|2||||2||0|0|1|RD
C|20146014398|03-0116-03|2|0|0|1|OHP03|1|1|1302014|258|5|3|50610|Milton (Township of)|3|40.875874|82.36831||||0.5|S|||SR|1|1|1|1|3||1|1|5||1|0|0|0|0.0|4|2|1|0|1|0|0|0|0|1|0|0|0|1|0|0|0||2||1253|TR|1|96|0|0|1|
C|20146014498|14000509|3|0|0|0|06001|2|2|1072014|755|3|1|88084|Zanesville|60|39.933769|82.02221999999998||BRIGHTON|ST|0.0|||HICKORY||1|3|1|1|2||6|1|1||1|0|0|0|0.0|2|2|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0||2||||0||0|0|1|ST
C|20146014599|84-0114-84|2|0|0|1|OHP84|2|2|2022014|1415|1|3|5438|Belpre (Township of)|84|39.291333|81.66024||||0.2|S||1||2|1|1|2|2||2|4|1||1|0|0|0|0.0|2|2|0|0|1|0|0|0|0|0|0|0|0|1|0|0|0||2||339|SR|1||0|0|1|MP
C|20146014699|70-0289-70|3|0|0|1|OHP70|1|98|2042014|1800|3|3|38038|Jackson (Township of)|70|40.88861|82.59555||Laser|RD|0.3|S||Bowman||1|1|1|1|3||1|5|5||1|0|0|0|0.0|2|2|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0||2||||1||0|0|1|RD
