date,team
20180812,COL
20180812,NYN
20180812,SDN
20180812,SFN
20180812,OAK
20180812,BOS
20180812,CLE
20180812,DET
20180812,SEA
20180812,SLN
20180812,NYA
20180812,TOR
20180813,ATL
20180813,ATL
20180813,CLE
20180813,SFN
20180813,ANA
20180813,SLN
20180813,DET
20180813,KCA
20180813,NYN
20180813,OAK
20180813,TEX
20180814,ATL
20180814,MIL
20180814,CLE
20180814,SFN
20180814,BOS
20180814,ANA
20180814,SLN
20180814,BAL
20180814,CHA
20180814,COL
20180814,TOR
20180814,MIN
20180814,NYA
20180814,OAK
20180814,ARI
20180815,ATL
20180815,CHN
20180815,CLE
20180815,LAN
20180815,PHI
20180815,ANA
20180815,SLN
20180815,NYN
20180815,CHA
20180815,HOU
20180815,TOR
20180815,MIN
20180815,TBA
20180815,SEA
20180816,COL
20180816,NYN
20180816,PHI
20180816,CHN
20180816,ARI
20180816,WAS
20180816,KCA
20180816,MIN
20180816,TBA
20180816,TEX
20180817,COL
20180817,CIN
20180817,PHI
20180817,CHN
20180817,ARI
20180817,SLN
20180817,WAS
20180817,BOS
20180817,CHA
20180817,CLE
20180817,MIN
20180817,NYA
20180817,OAK
20180817,LAN
20180817,TEX
20180818,COL
20180818,CIN
20180818,NYN
20180818,PIT
20180818,SDN
20180818,SLN
20180818,MIA
20180818,BOS
20180818,KCA
20180818,BAL
20180818,DET
20180818,NYA
20180818,OAK
20180818,SEA
20180818,ANA
20180819,COL
20180819,CIN
20180819,NYN
20180819,PIT
20180819,ARI
20180819,MIL
20180819,MIA
20180819,TBA
20180819,CHA
20180819,CLE
20180819,MIN
20180819,NYA
20180819,HOU
20180819,LAN
20180819,TEX
20180820,SLN
20180820,MIL
20180820,SFN
20180820,ATL
20180820,CLE
20180820,CHA
20180820,OAK
20180820,SEA
20180820,TBA
20180820,TOR
20180821,ARI
20180821,SDN
20180821,SLN
20180821,NYA
20180821,CIN
20180821,NYN
20180821,ATL
20180821,WAS
20180821,CLE
20180821,MIN
20180821,DET
20180821,OAK
20180821,HOU
20180821,TBA
20180821,TOR
20180822,ARI
20180822,COL
20180822,SLN
20180822,MIA
20180822,MIL
20180822,NYN
20180822,ATL
20180822,WAS
20180822,BOS
20180822,CHA
20180822,CHN
20180822,TEX
20180822,HOU
20180822,TBA
20180822,TOR
20180823,CHN
20180823,COL
20180823,ATL
20180823,SFN
20180823,PHI
20180823,BOS
20180823,DET
20180823,MIN
20180823,TBA
20180824,SEA
20180824,CHN
20180824,SLN
20180824,LAN
20180824,MIA
20180824,MIL
20180824,NYN
20180824,TEX
20180824,HOU
20180824,NYA
20180824,CHA
20180824,KCA
20180824,OAK
20180824,TBA
20180824,TOR
20180825,SEA
20180825,CHN
20180825,COL
20180825,LAN
20180825,MIA
20180825,PIT
20180825,NYN
20180825,SFN
20180825,HOU
20180825,NYA
20180825,NYA
20180825,CHA
20180825,KCA
20180825,OAK
20180825,TBA
20180825,TOR
20180826,ARI
20180826,CHN
20180826,SLN
20180826,LAN
20180826,ATL
20180826,MIL
20180826,WAS
20180826,SFN
20180826,HOU
20180826,NYA
20180826,CHA
20180826,CLE
20180826,OAK
20180826,TBA
20180826,PHI
20180827,CHN
20180827,WAS
20180827,SFN
20180827,ANA
20180827,BAL
20180827,HOU
20180827,CHA
20180828,ATL
20180828,CHN
20180828,CIN
20180828,WAS
20180828,SDN
20180828,SFN
20180828,SLN
20180828,COL
20180828,BAL
20180828,BOS
20180828,CLE
20180828,OAK
20180828,KCA
20180828,NYA
20180828,LAN
20180829,TBA
20180829,NYN
20180829,MIL
20180829,PHI
20180829,SDN
20180829,ARI
20180829,PIT
20180829,BAL
20180829,BOS
20180829,MIN
20180829,HOU
20180829,KCA
20180829,CHA
20180829,LAN
20180830,CHN
20180830,MIL
20180830,ARI
20180830,SDN
20180830,SLN
20180830,BOS
20180830,CLE
20180830,ANA
20180830,DET
20180830,SEA
20180831,PIT
20180831,LAN
20180831,TOR
20180831,PHI
20180831,SDN
20180831,SFN
20180831,SLN
20180831,MIL
20180831,CHA
20180831,CLE
20180831,ANA
20180831,KCA
20180831,NYA
20180831,OAK
20180831,MIN
20180901,ATL
20180901,LAN
20180901,MIA
20180901,CHN
20180901,COL
20180901,NYN
20180901,CIN
20180901,WAS
20180901,BOS
20180901,TBA
20180901,HOU
20180901,KCA
20180901,NYA
20180901,SEA
20180901,TEX
20180902,ATL
20180902,LAN
20180902,TOR
20180902,CHN
20180902,COL
20180902,NYN
20180902,CIN
20180902,MIL
20180902,CHA
20180902,TBA
20180902,HOU
20180902,KCA
20180902,DET
20180902,OAK
20180902,TEX
20180903,SDN
20180903,BOS
20180903,COL
20180903,NYN
20180903,MIA
20180903,MIL
20180903,PIT
20180903,WAS
20180903,CHA
20180903,KCA
20180903,HOU
20180903,OAK
20180903,SEA
20180903,ANA
20180903,TBA
20180904,ARI
20180904,BOS
20180904,COL
20180904,LAN
20180904,PHI
20180904,MIL
20180904,PIT
20180904,SLN
20180904,DET
20180904,CLE
20180904,HOU
20180904,NYA
20180904,BAL
20180904,TEX
20180904,TBA
20180905,BOS
20180905,COL
20180905,NYN
20180905,MIA
20180905,CHN
20180905,PIT
20180905,SLN
20180905,DET
20180905,CLE
20180905,HOU
20180905,OAK
20180905,SEA
20180905,ANA
20180905,TOR
20180906,ATL
20180906,SDN
20180906,CHN
20180906,CLE
20180907,ARI
20180907,CIN
20180907,LAN
20180907,MIL
20180907,PHI
20180907,PIT
20180907,HOU
20180907,ANA
20180907,DET
20180907,MIN
20180907,OAK
20180907,NYA
20180907,TBA
20180907,TOR
20180908,ATL
20180908,CIN
20180908,COL
20180908,MIL
20180908,NYN
20180908,PIT
20180908,WAS
20180908,WAS
20180908,HOU
20180908,ANA
20180908,DET
20180908,KCA
20180908,OAK
20180908,NYA
20180908,TBA
20180908,CLE
20180909,ATL
20180909,SDN
20180909,LAN
20180909,MIL
20180909,NYN
20180909,BOS
20180909,ANA
20180909,SLN
20180909,MIN
20180909,OAK
20180909,SEA
20180909,TBA
20180909,TOR
20180910,MIL
20180910,CIN
20180910,COL
20180910,ATL
20180910,SLN
20180910,TEX
20180910,HOU
20180910,KCA
20180910,NYA
20180910,TBA
20180911,CHN
20180911,CIN
20180911,ARI
20180911,MIA
20180911,WAS
20180911,WAS
20180911,ATL
20180911,SLN
20180911,ANA
20180911,OAK
20180911,BOS
20180911,HOU
20180911,KCA
20180911,MIN
20180911,SDN
20180911,CLE
20180912,MIL
20180912,LAN
20180912,COL
20180912,NYN
20180912,WAS
20180912,ATL
20180912,PIT
20180912,ANA
20180912,OAK
20180912,BOS
20180912,HOU
20180912,CHA
20180912,MIN
20180912,SDN
20180912,TBA
20180913,COL
20180913,NYN
20180913,NYN
20180913,LAN
20180913,CHN
20180913,SEA
20180913,BAL
20180913,BOS
20180913,KCA
20180914,ATL
20180914,CHN
20180914,MIL
20180914,PHI
20180914,TEX
20180914,SFN
20180914,LAN
20180914,SEA
20180914,CHA
20180914,NYN
20180914,DET
20180914,ARI
20180914,KCA
20180914,NYA
20180914,OAK
20180915,WAS
20180915,CHN
20180915,PIT
20180915,PHI
20180915,TEX
20180915,SFN
20180915,LAN
20180915,SEA
20180915,CHA
20180915,BOS
20180915,CLE
20180915,HOU
20180915,KCA
20180915,TOR
20180915,TBA
20180916,WAS
20180916,CIN
20180916,PIT
20180916,MIA
20180916,SDN
20180916,COL
20180916,SLN
20180916,ANA
20180916,BAL
20180916,BOS
20180916,DET
20180916,HOU
20180916,MIN
20180916,TOR
20180916,TBA
20180917,CHN
20180917,SLN
20180917,LAN
20180917,MIA
20180917,MIL
20180917,NYN
20180917,PIT
20180917,SFN
20180917,TOR
20180917,MIN
20180917,SEA
20180917,TBA
20180918,CHN
20180918,SLN
20180918,LAN
20180918,WAS
20180918,CIN
20180918,PHI
20180918,PIT
20180918,SFN
20180918,TOR
20180918,CLE
20180918,MIN
20180918,HOU
20180918,NYA
20180918,ANA
20180918,TBA
20180919,ARI
20180919,ATL
20180919,LAN
20180919,MIL
20180919,PHI
20180919,PIT
20180919,SDN
20180919,BAL
20180919,CLE
20180919,MIN
20180919,SEA
20180919,NYA
20180919,OAK
20180919,TBA
20180920,ATL
20180920,CIN
20180920,NYN
20180920,CHA
20180920,DET
20180920,BOS
20180920,OAK
20180920,TOR
20180921,COL
20180921,ATL
20180921,SDN
20180921,MIA
20180921,MIL
20180921,SLN
20180921,NYN
20180921,CHA
20180921,BOS
20180921,KCA
20180921,HOU
20180921,NYA
20180921,OAK
20180921,TEX
20180921,TBA
20180922,COL
20180922,ATL
20180922,LAN
20180922,MIA
20180922,PIT
20180922,SLN
20180922,WAS
20180922,CHN
20180922,CLE
20180922,DET
20180922,HOU
20180922,NYA
20180922,OAK
20180922,SEA
20180922,TOR
20180923,COL
20180923,ATL
20180923,LAN
20180923,MIA
20180923,MIL
20180923,SLN
20180923,NYN
20180923,CHN
20180923,CLE
20180923,KCA
20180923,HOU
20180923,BAL
20180923,MIN
20180923,TEX
20180923,TBA
20180924,LAN
20180924,PIT
20180924,COL
20180924,SDN
20180924,MIL
20180924,WAS
20180924,ANA
20180924,BOS
20180924,CLE
20180924,OAK
20180924,NYA
20180924,HOU
20180925,ARI
20180925,PIT
20180925,KCA
20180925,COL
20180925,ATL
20180925,SFN
20180925,MIL
20180925,WAS
20180925,ANA
20180925,CHA
20180925,DET
20180925,SEA
20180925,NYA
20180925,HOU
20180926,ARI
20180926,CHN
20180926,KCA
20180926,COL
20180926,NYN
20180926,SDN
20180926,MIL
20180926,WAS
20180926,ANA
20180926,BOS
20180926,BAL
20180926,CLE
20180926,MIN
20180926,OAK
20180926,TBA
20180926,TOR
20180927,CHN
20180927,COL
20180927,NYN
20180927,KCA
20180927,MIN
20180927,TEX
20180927,NYA
20180928,CHN
20180928,PIT
20180928,COL
20180928,MIL
20180928,MIA
20180928,ATL
20180928,SDN
20180928,LAN
20180928,ANA
20180928,HOU
20180928,NYA
20180928,CLE
20180928,MIN
20180928,MIN
20180928,SEA
20180928,TOR
20180929,SLN
20180929,CIN
20180929,WAS
20180929,MIL
20180929,NYN
20180929,PHI
20180929,ARI
20180929,LAN
20180929,OAK
20180929,HOU
20180929,HOU
20180929,NYA
20180929,KCA
20180929,MIN
20180929,SEA
20180929,TBA
20180930,CHN
20180930,PIT
20180930,COL
20180930,MIL
20180930,NYN
20180930,PHI
20180930,SDN
20180930,LAN
20180930,ANA
20180930,BAL
20180930,BOS
20180930,CLE
20180930,MIN
20180930,SEA
20180930,TBA
20181001,MIL
20181001,LAN
