maxTemp,minTemp,wind,longitude,latitude
43.28,35.84,22.68,-85.6,43.3
40.89,35.19,22.77,-85.6,43.4
40.3,34.85,22.32,-85.6,43.5
39.8,34.68,22.26,-85.6,43.6
39.37,34.15,22.01,-85.6,43.7
39.15,33.43,21.96,-85.6,43.8
39.05,32.96,21.55,-85.6,43.9
38.78,32.42,21.42,-85.6,44.0
38.59,31.76,21.2,-85.6,44.1
38.21,30.73,21.36,-85.6,44.2
38.15,30.53,21.27,-85.6,44.3
38.23,30.06,21.12,-85.6,44.4
38.47,30.1,21.03,-85.6,44.5
38.79,30.14,20.87,-85.6,44.6
39.59,30.26,20.41,-85.6,44.7
38.35,27.36,22.38,-85.6,45.1
37.39,23.58,19.26,-85.6,45.6
36.21,20.58,17.81,-85.6,46.1
36.39,19.82,17.93,-85.6,46.2
36.27,19.27,18.03,-85.6,46.3
36.5,19.42,18.33,-85.6,46.4
36.54,19.51,19.86,-85.6,46.5
36.69,19.57,20.6,-85.6,46.6
50.79,38.35,19.89,-85.5,41.8
50.47,38.87,19.93,-85.5,41.9
49.96,39.25,20.28,-85.5,42.0
49.28,39.54,20.98,-85.5,42.1
48.85,39.8,21.85,-85.5,42.2
48.57,39.92,22.1,-85.5,42.3
48.21,40.1,22.49,-85.5,42.4
47.87,40.23,22.66,-85.5,42.5
47.53,40.23,22.65,-85.5,42.6
46.18,39.16,23.13,-85.5,42.7
45.37,38.6,24.03,-85.5,42.8
44.94,38.04,25.65,-85.5,42.9
44.65,37.94,23.72,-85.5,43.0
44.67,37.75,23.09,-85.5,43.1
44.63,36.95,22.57,-85.5,43.2
44.25,35.93,22.19,-85.5,43.3
42.59,35.35,22.39,-85.5,43.4
40.24,34.82,22.32,-85.5,43.5
39.53,34.29,22.01,-85.5,43.6
39.17,33.84,22.09,-85.5,43.7
39.27,33.47,21.89,-85.5,43.8
39.06,32.85,21.47,-85.5,43.9
38.73,31.99,21.34,-85.5,44.0
38.26,31.04,20.87,-85.5,44.1
37.82,30.18,20.58,-85.5,44.2
37.5,29.59,20.86,-85.5,44.3
37.99,29.77,20.95,-85.5,44.4
38.33,29.9,20.9,-85.5,44.5
38.62,29.56,20.82,-85.5,44.6
39.12,29.79,20.55,-85.5,44.7
39.01,29.16,20.42,-85.5,44.8
38.59,28.37,20.22,-85.5,44.9
37.34,22.83,18.78,-85.5,45.7
37.06,22.62,18.57,-85.5,45.8
36.16,20.49,18.04,-85.5,46.1
36.33,19.68,17.83,-85.5,46.2
35.83,18.42,17.32,-85.5,46.3
36.37,19.19,18.0,-85.5,46.4
36.51,19.44,19.45,-85.5,46.5
36.66,19.52,20.03,-85.5,46.6
50.78,37.94,19.8,-85.4,41.8
50.45,38.66,20.05,-85.4,41.9
49.93,39.14,20.36,-85.4,42.0
49.27,39.42,21.24,-85.4,42.1
48.73,39.73,21.69,-85.4,42.2
48.36,39.83,22.21,-85.4,42.3
48.17,39.97,22.37,-85.4,42.4
48.05,40.01,22.49,-85.4,42.5
47.43,40.12,22.6,-85.4,42.6
46.74,39.38,22.97,-85.4,42.7
45.95,38.78,23.6,-85.4,42.8
44.95,38.08,24.03,-85.4,42.9
44.75,37.92,23.5,-85.4,43.0
44.77,37.58,23.19,-85.4,43.1
44.74,37.19,22.77,-85.4,43.2
43.57,35.56,22.63,-85.4,43.3
43.5,35.3,22.13,-85.4,43.4
42.42,35.05,22.53,-85.4,43.5
39.6,33.96,22.15,-85.4,43.6
39.42,33.77,22.11,-85.4,43.7
39.32,33.39,21.83,-85.4,43.8
38.99,32.22,20.95,-85.4,43.9
38.61,31.54,20.77,-85.4,44.0
38.35,31.15,20.67,-85.4,44.1
37.63,29.9,20.46,-85.4,44.2
36.77,28.78,20.61,-85.4,44.3
37.84,29.56,20.82,-85.4,44.4
38.19,29.72,20.77,-85.4,44.5
38.42,29.35,20.71,-85.4,44.6
38.55,28.72,20.01,-85.4,44.7
38.57,28.45,19.81,-85.4,44.8
38.46,28.25,19.78,-85.4,44.9
36.14,20.4,18.03,-85.4,46.1
36.36,19.64,17.93,-85.4,46.2
36.0,18.59,17.35,-85.4,46.3
36.44,19.15,17.82,-85.4,46.4
36.73,19.47,18.22,-85.4,46.5
36.75,19.35,19.24,-85.4,46.6
36.79,19.43,19.56,-85.4,46.7
51.0,38.34,19.86,-85.3,41.8
50.35,38.71,20.15,-85.3,41.9
50.09,38.95,20.37,-85.3,42.0
49.36,39.36,21.11,-85.3,42.1
48.82,39.69,21.96,-85.3,42.2
48.7,39.87,22.62,-85.3,42.3
48.5,39.87,22.38,-85.3,42.4
48.15,40.0,22.47,-85.3,42.5
47.76,39.97,22.64,-85.3,42.6
47.29,39.83,22.8,-85.3,42.7
46.15,38.86,23.2,-85.3,42.8
45.03,37.92,23.55,-85.3,42.9
44.91,37.74,23.36,-85.3,43.0
44.88,37.54,23.09,-85.3,43.1
44.25,36.64,22.88,-85.3,43.2
43.61,35.73,22.63,-85.3,43.3
43.53,35.31,22.48,-85.3,43.4
42.08,34.66,21.97,-85.3,43.5
40.12,34.06,22.16,-85.3,43.6
39.56,33.71,22.08,-85.3,43.7
39.48,33.49,22.05,-85.3,43.8
39.07,31.94,21.26,-85.3,43.9
38.64,31.47,20.67,-85.3,44.0
38.4,31.11,20.57,-85.3,44.1
37.74,30.0,20.38,-85.3,44.2
37.54,29.55,20.72,-85.3,44.3
37.79,29.46,20.21,-85.3,44.4
38.02,29.1,20.21,-85.3,44.5
38.19,28.78,19.97,-85.3,44.6
38.26,28.42,19.84,-85.3,44.7
38.31,28.19,19.53,-85.3,44.8
38.33,27.91,18.77,-85.3,44.9
38.37,27.39,18.48,-85.3,45.0
38.26,27.21,19.84,-85.3,45.1
38.3,26.39,20.54,-85.3,45.2
38.58,26.05,20.83,-85.3,45.3
36.28,20.41,17.79,-85.3,46.1
36.49,19.8,17.99,-85.3,46.2
36.5,19.31,17.65,-85.3,46.3
36.64,19.37,17.81,-85.3,46.4
36.79,19.4,17.54,-85.3,46.5
36.78,19.37,18.81,-85.3,46.6
36.75,19.33,18.86,-85.3,46.7
50.81,38.6,20.0,-85.2,41.8
50.48,38.75,20.15,-85.2,41.9
49.87,39.12,20.52,-85.2,42.0
49.36,39.41,21.41,-85.2,42.1
48.94,39.69,21.97,-85.2,42.2
48.79,39.87,22.58,-85.2,42.3
48.58,39.87,22.35,-85.2,42.4
48.05,39.92,22.4,-85.2,42.5
47.84,39.96,22.55,-85.2,42.6
47.19,39.54,22.74,-85.2,42.7
46.38,38.54,23.1,-85.2,42.8
46.12,38.1,23.16,-85.2,42.9
45.06,37.68,23.15,-85.2,43.0
44.66,37.16,22.86,-85.2,43.1
44.3,36.56,22.83,-85.2,43.2
43.64,35.99,22.56,-85.2,43.3
43.56,35.29,22.46,-85.2,43.4
41.63,34.38,22.01,-85.2,43.5
41.34,34.26,21.63,-85.2,43.6
39.67,33.65,22.02,-85.2,43.7
39.43,32.52,21.68,-85.2,43.8
39.13,31.91,21.19,-85.2,43.9
38.96,31.64,21.11,-85.2,44.0
38.24,30.65,19.8,-85.2,44.1
37.8,29.91,20.18,-85.2,44.2
37.7,29.54,20.07,-85.2,44.3
37.79,29.4,20.12,-85.2,44.4
37.91,28.95,20.08,-85.2,44.5
38.02,28.59,19.83,-85.2,44.6
38.04,28.18,19.65,-85.2,44.7
38.11,27.97,19.28,-85.2,44.8
38.29,27.59,18.24,-85.2,44.9
39.25,27.1,15.85,-85.2,45.0
38.19,27.02,19.1,-85.2,45.1
38.21,26.05,19.77,-85.2,45.2
38.25,25.77,19.98,-85.2,45.3
36.5,20.53,17.32,-85.2,46.1
36.82,19.95,17.85,-85.2,46.2
36.82,19.59,17.37,-85.2,46.3
36.89,19.56,17.44,-85.2,46.4
36.97,19.6,17.54,-85.2,46.5
36.83,19.38,18.46,-85.2,46.6
36.8,19.39,18.6,-85.2,46.7
50.8,38.64,19.96,-85.1,41.8
50.28,38.89,20.4,-85.1,41.9
49.99,39.09,20.78,-85.1,42.0
49.59,39.32,21.36,-85.1,42.1
49.22,39.61,21.74,-85.1,42.2
48.92,39.78,21.92,-85.1,42.3
48.42,39.86,22.27,-85.1,42.4
48.2,39.89,22.33,-85.1,42.5
47.85,39.87,22.43,-85.1,42.6
47.54,39.48,22.83,-85.1,42.7
46.74,38.65,22.96,-85.1,42.8
46.44,38.01,23.18,-85.1,42.9
46.24,37.84,22.94,-85.1,43.0
45.09,36.91,22.87,-85.1,43.1
44.35,36.46,22.76,-85.1,43.2
43.66,35.89,22.52,-85.1,43.3
43.58,35.3,22.21,-85.1,43.4
41.35,34.42,22.44,-85.1,43.5
41.19,34.16,22.36,-85.1,43.6
40.88,33.76,21.37,-85.1,43.7
39.66,32.72,21.64,-85.1,43.8
39.43,32.11,21.09,-85.1,43.9
38.71,31.1,20.26,-85.1,44.0
38.47,30.54,20.35,-85.1,44.1
37.85,29.96,19.5,-85.1,44.2
37.77,29.14,20.2,-85.1,44.3
37.75,28.74,20.04,-85.1,44.4
37.8,28.66,19.9,-85.1,44.5
37.85,28.4,19.65,-85.1,44.6
37.87,27.97,19.4,-85.1,44.7
37.88,27.42,18.73,-85.1,44.8
37.94,26.91,18.25,-85.1,44.9
38.15,26.81,17.94,-85.1,45.0
38.05,26.75,18.84,-85.1,45.1
38.04,26.07,19.22,-85.1,45.2
38.08,25.57,19.18,-85.1,45.3
36.74,20.43,16.69,-85.1,46.1
36.91,20.06,16.57,-85.1,46.2
36.98,19.73,17.29,-85.1,46.3
37.03,19.66,17.33,-85.1,46.4
37.07,19.54,17.35,-85.1,46.5
37.05,19.52,17.39,-85.1,46.6
36.77,19.36,18.17,-85.1,46.7
50.79,38.65,19.93,-85.0,41.8
50.28,38.89,20.35,-85.0,41.9
49.99,39.08,20.75,-85.0,42.0
49.85,39.27,20.85,-85.0,42.1
49.39,39.64,21.75,-85.0,42.2
48.96,39.83,21.83,-85.0,42.3
48.55,39.83,21.99,-85.0,42.4
48.06,39.89,22.19,-85.0,42.5
47.87,39.77,22.31,-85.0,42.6
47.58,39.39,22.73,-85.0,42.7
47.04,38.72,23.0,-85.0,42.8
46.57,37.96,23.1,-85.0,42.9
45.82,37.24,23.0,-85.0,43.0
45.14,36.62,22.9,-85.0,43.1
45.03,36.23,22.44,-85.0,43.2
43.95,35.83,22.35,-85.0,43.3
42.05,34.7,22.06,-85.0,43.4
41.47,34.36,22.4,-85.0,43.5
41.24,34.13,22.3,-85.0,43.6
41.41,33.45,22.04,-85.0,43.7
39.93,32.6,21.65,-85.0,43.8
39.25,31.58,21.39,-85.0,43.9
38.96,31.11,21.09,-85.0,44.0
38.49,30.38,20.77,-85.0,44.1
38.17,29.94,20.51,-85.0,44.2
37.82,29.45,20.35,-85.0,44.3
37.69,28.63,19.91,-85.0,44.4
37.68,28.51,19.73,-85.0,44.5
37.66,28.22,19.42,-85.0,44.6
37.65,27.74,19.15,-85.0,44.7
37.59,26.76,18.33,-85.0,44.8
37.68,26.6,18.23,-85.0,44.9
37.73,26.53,18.28,-85.0,45.0
37.82,26.4,18.6,-85.0,45.1
37.92,25.87,18.84,-85.0,45.2
37.98,25.36,18.69,-85.0,45.3
37.94,24.4,18.18,-85.0,45.5
37.85,23.94,18.25,-85.0,45.6
36.94,20.5,16.65,-85.0,46.1
36.93,19.94,16.48,-85.0,46.2
36.98,19.77,16.45,-85.0,46.3
37.16,19.66,17.2,-85.0,46.4
50.59,38.83,20.03,-84.9,41.8
50.41,38.91,20.28,-84.9,41.9
49.99,39.07,20.6,-84.9,42.0
49.65,39.32,20.73,-84.9,42.1
49.34,39.61,21.46,-84.9,42.2
49.05,39.73,21.79,-84.9,42.3
48.67,39.74,21.82,-84.9,42.4
48.2,39.86,21.87,-84.9,42.5
47.88,39.63,22.07,-84.9,42.6
47.54,39.16,22.59,-84.9,42.7
47.03,38.55,22.91,-84.9,42.8
46.21,37.84,23.02,-84.9,42.9
45.98,37.08,23.0,-84.9,43.0
45.3,36.45,22.94,-84.9,43.1
45.18,36.17,22.8,-84.9,43.2
43.82,35.55,22.71,-84.9,43.3
42.38,34.55,22.69,-84.9,43.4
42.18,34.26,22.58,-84.9,43.5
42.09,34.01,22.21,-84.9,43.6
40.73,33.2,22.5,-84.9,43.7
40.06,32.88,22.29,-84.9,43.8
39.49,31.56,21.59,-84.9,43.9
39.03,31.01,21.18,-84.9,44.0
38.55,30.25,20.76,-84.9,44.1
38.22,29.77,20.5,-84.9,44.2
37.94,29.35,20.44,-84.9,44.3
37.59,28.52,19.97,-84.9,44.4
37.57,28.37,19.56,-84.9,44.5
37.46,27.6,18.78,-84.9,44.6
37.42,27.12,17.99,-84.9,44.7
37.42,26.36,17.9,-84.9,44.8
37.35,26.16,17.99,-84.9,44.9
37.45,26.26,18.33,-84.9,45.0
37.65,26.16,18.49,-84.9,45.1
37.81,25.7,18.59,-84.9,45.2
37.92,25.21,18.39,-84.9,45.3
37.99,24.95,17.78,-84.9,45.4
38.02,24.31,17.89,-84.9,45.5
38.08,23.98,17.86,-84.9,45.6
37.92,23.42,17.65,-84.9,45.7
37.26,20.81,16.72,-84.9,46.0
37.02,20.38,16.54,-84.9,46.1
37.08,20.08,16.45,-84.9,46.2
37.1,19.89,16.41,-84.9,46.3
37.2,19.54,17.01,-84.9,46.4
51.17,38.79,19.63,-84.8,41.7
50.66,38.92,19.8,-84.8,41.8
50.49,38.81,20.12,-84.8,41.9
50.02,39.06,20.55,-84.8,42.0
49.73,39.29,20.65,-84.8,42.1
49.2,39.55,21.37,-84.8,42.2
48.85,39.67,21.71,-84.8,42.3
48.6,39.72,21.75,-84.8,42.4
48.33,39.86,21.7,-84.8,42.5
47.88,39.34,21.71,-84.8,42.6
47.38,38.74,22.66,-84.8,42.7
46.9,38.25,23.22,-84.8,42.8
46.3,37.56,23.08,-84.8,42.9
46.0,37.04,23.0,-84.8,43.0
45.87,36.74,22.84,-84.8,43.1
45.16,36.07,22.74,-84.8,43.2
43.62,35.27,22.88,-84.8,43.3
42.96,34.93,22.63,-84.8,43.4
42.18,34.22,22.51,-84.8,43.5
41.62,33.55,22.38,-84.8,43.6
40.82,33.2,22.4,-84.8,43.7
40.47,33.01,22.45,-84.8,43.8
39.64,31.55,21.42,-84.8,43.9
38.94,30.64,20.8,-84.8,44.0
38.69,30.25,20.59,-84.8,44.1
38.46,29.83,20.34,-84.8,44.2
38.27,29.24,20.05,-84.8,44.3
37.73,28.59,20.06,-84.8,44.4
37.46,27.92,18.96,-84.8,44.5
37.36,26.89,17.94,-84.8,44.6
37.25,26.61,17.24,-84.8,44.7
37.2,26.13,17.72,-84.8,44.8
36.82,25.77,17.95,-84.8,44.9
37.17,26.04,18.27,-84.8,45.0
37.61,25.88,18.12,-84.8,45.1
37.84,25.69,18.18,-84.8,45.2
37.98,25.17,18.04,-84.8,45.3
38.0,24.78,17.8,-84.8,45.4
38.14,24.22,17.64,-84.8,45.5
38.36,23.96,17.52,-84.8,45.6
38.09,23.13,17.41,-84.8,45.7
37.59,21.56,16.89,-84.8,45.9
37.34,20.82,16.74,-84.8,46.0
37.1,20.37,16.16,-84.8,46.1
37.17,20.05,16.09,-84.8,46.2
37.26,19.78,16.13,-84.8,46.3
37.33,19.39,16.0,-84.8,46.4
51.34,38.67,19.64,-84.7,41.7
50.66,38.87,19.6,-84.7,41.8
50.56,38.73,19.76,-84.7,41.9
50.09,38.9,20.42,-84.7,42.0
49.82,39.34,20.96,-84.7,42.1
49.57,39.42,21.09,-84.7,42.2
48.96,39.64,21.65,-84.7,42.3
48.73,39.69,21.7,-84.7,42.4
48.22,39.48,21.87,-84.7,42.5
47.83,39.19,22.09,-84.7,42.6
47.32,38.59,22.98,-84.7,42.7
46.69,37.85,23.62,-84.7,42.8
46.27,37.52,23.25,-84.7,42.9
46.01,37.02,23.02,-84.7,43.0
45.85,36.7,22.82,-84.7,43.1
44.53,35.74,22.92,-84.7,43.2
43.8,35.13,22.59,-84.7,43.3
43.39,35.09,22.78,-84.7,43.4
42.17,34.09,22.49,-84.7,43.5
41.73,33.47,22.26,-84.7,43.6
41.07,33.19,22.17,-84.7,43.7
40.34,32.77,21.93,-84.7,43.8
39.68,31.77,21.61,-84.7,43.9
39.26,30.72,21.06,-84.7,44.0
38.76,30.31,20.66,-84.7,44.1
38.55,29.67,20.36,-84.7,44.2
38.27,28.98,20.03,-84.7,44.3
37.99,28.56,19.86,-84.7,44.4
37.37,28.1,19.28,-84.7,44.5
37.25,27.17,17.76,-84.7,44.6
37.15,26.37,16.4,-84.7,44.7
37.09,25.93,17.25,-84.7,44.8
35.99,25.31,17.55,-84.7,44.9
37.06,25.96,18.21,-84.7,45.0
37.51,25.78,18.05,-84.7,45.1
37.79,25.58,18.06,-84.7,45.2
37.98,25.07,17.65,-84.7,45.3
37.94,24.43,17.46,-84.7,45.4
38.04,24.16,17.6,-84.7,45.5
38.16,23.79,17.36,-84.7,45.6
38.16,23.08,17.16,-84.7,45.7
37.38,20.8,16.4,-84.7,46.0
37.17,20.33,15.81,-84.7,46.1
37.25,19.97,15.99,-84.7,46.2
37.36,19.47,15.83,-84.7,46.3
37.46,19.24,16.07,-84.7,46.4
50.71,38.74,19.53,-84.6,41.8
50.63,37.95,19.57,-84.6,41.9
50.39,38.88,20.11,-84.6,42.0
49.91,39.32,20.9,-84.6,42.1
49.61,39.48,21.18,-84.6,42.2
49.55,39.55,21.46,-84.6,42.3
48.71,39.73,21.83,-84.6,42.4
48.3,39.26,21.84,-84.6,42.5
47.84,38.95,22.16,-84.6,42.6
47.4,38.57,23.33,-84.6,42.7
46.82,37.81,24.87,-84.6,42.8
46.24,37.32,23.41,-84.6,42.9
46.16,37.03,23.0,-84.6,43.0
45.45,36.34,22.8,-84.6,43.1
44.48,35.76,22.92,-84.6,43.2
43.77,35.33,22.78,-84.6,43.3
43.08,34.9,22.59,-84.6,43.4
42.32,34.43,22.71,-84.6,43.5
41.64,33.79,22.61,-84.6,43.6
40.98,33.16,22.01,-84.6,43.7
40.73,32.94,22.02,-84.6,43.8
39.8,31.78,21.64,-84.6,43.9
39.3,30.9,21.23,-84.6,44.0
39.09,30.4,20.95,-84.6,44.1
38.62,29.75,20.45,-84.6,44.2
38.35,29.19,20.12,-84.6,44.3
38.26,28.63,19.66,-84.6,44.4
37.74,28.2,18.96,-84.6,44.5
37.35,27.45,17.94,-84.6,44.6
37.23,26.66,17.1,-84.6,44.7
37.18,26.04,17.27,-84.6,44.8
37.06,25.75,17.45,-84.6,44.9
37.33,25.83,17.64,-84.6,45.0
37.64,25.75,17.58,-84.6,45.1
37.78,25.5,17.95,-84.6,45.2
37.93,24.74,17.01,-84.6,45.3
37.9,24.31,17.11,-84.6,45.4
37.93,23.78,17.35,-84.6,45.5
37.88,22.88,16.32,-84.6,45.6
37.92,22.61,16.41,-84.6,45.7
37.22,20.26,15.63,-84.6,46.1
37.33,19.66,15.51,-84.6,46.2
37.45,19.39,15.76,-84.6,46.3
37.54,19.11,16.22,-84.6,46.4
51.14,38.65,19.51,-84.5,41.8
50.92,38.42,19.67,-84.5,41.9
50.29,38.85,20.44,-84.5,42.0
50.16,39.35,20.76,-84.5,42.1
49.88,39.6,21.41,-84.5,42.2
49.78,39.72,21.63,-84.5,42.3
49.09,39.67,21.6,-84.5,42.4
48.68,39.23,21.52,-84.5,42.5
48.24,38.56,21.7,-84.5,42.6
47.21,38.26,23.05,-84.5,42.7
46.7,37.67,23.86,-84.5,42.8
46.25,37.27,23.28,-84.5,42.9
46.16,37.01,22.95,-84.5,43.0
44.77,36.12,22.98,-84.5,43.1
44.01,35.65,22.98,-84.5,43.2
43.73,35.43,22.89,-84.5,43.3
43.22,35.06,23.06,-84.5,43.4
42.42,34.45,22.59,-84.5,43.5
41.67,33.82,22.47,-84.5,43.6
41.24,33.23,22.07,-84.5,43.7
40.94,33.01,22.07,-84.5,43.8
39.98,31.86,21.74,-84.5,43.9
39.38,31.0,21.34,-84.5,44.0
39.14,30.61,21.13,-84.5,44.1
38.77,30.06,20.64,-84.5,44.2
38.52,29.48,20.26,-84.5,44.3
38.41,28.86,19.71,-84.5,44.4
38.13,28.17,18.46,-84.5,44.5
37.57,27.3,17.31,-84.5,44.6
37.31,26.67,17.28,-84.5,44.7
37.37,26.08,17.25,-84.5,44.8
37.38,25.85,17.32,-84.5,44.9
37.53,25.76,17.38,-84.5,45.0
37.73,25.65,17.38,-84.5,45.1
37.77,25.09,16.96,-84.5,45.2
37.93,24.65,16.81,-84.5,45.3
37.86,24.21,16.94,-84.5,45.4
37.99,23.78,16.97,-84.5,45.5
37.89,22.93,15.97,-84.5,45.6
37.68,21.61,15.97,-84.5,45.8
37.48,20.58,15.69,-84.5,46.0
37.28,20.19,15.35,-84.5,46.1
37.49,19.85,15.28,-84.5,46.2
37.55,19.36,15.56,-84.5,46.3
37.62,19.04,16.34,-84.5,46.4
51.54,38.53,19.3,-84.4,41.8
50.99,38.63,19.9,-84.4,41.9
50.78,38.97,20.08,-84.4,42.0
50.24,39.43,20.71,-84.4,42.1
50.27,39.58,21.38,-84.4,42.2
50.06,39.67,21.51,-84.4,42.3
49.52,39.62,21.61,-84.4,42.4
49.18,39.11,21.48,-84.4,42.5
48.37,38.32,21.45,-84.4,42.6
47.4,38.24,22.62,-84.4,42.7
46.8,37.93,23.11,-84.4,42.8
46.54,37.23,22.89,-84.4,42.9
45.89,36.5,22.75,-84.4,43.0
45.68,36.27,22.61,-84.4,43.1
44.38,35.78,22.94,-84.4,43.2
43.72,35.46,22.92,-84.4,43.3
43.23,35.03,22.88,-84.4,43.4
42.62,34.58,22.65,-84.4,43.5
42.08,33.86,22.2,-84.4,43.6
41.58,33.3,21.99,-84.4,43.7
41.07,32.73,21.87,-84.4,43.8
40.56,32.3,21.8,-84.4,43.9
39.73,31.62,21.75,-84.4,44.0
39.23,30.76,21.29,-84.4,44.1
38.88,30.24,20.82,-84.4,44.2
38.82,29.48,20.01,-84.4,44.3
38.72,28.82,19.2,-84.4,44.4
38.56,28.61,18.85,-84.4,44.5
37.67,27.63,18.01,-84.4,44.6
37.45,26.48,16.66,-84.4,44.7
37.49,26.28,16.46,-84.4,44.8
37.64,25.98,17.15,-84.4,44.9
37.73,25.79,17.15,-84.4,45.0
37.72,25.3,17.08,-84.4,45.1
37.81,24.99,16.73,-84.4,45.2
37.9,24.45,16.27,-84.4,45.3
37.96,24.21,16.28,-84.4,45.4
37.9,23.41,15.42,-84.4,45.5
37.85,22.82,15.66,-84.4,45.6
37.35,20.13,14.99,-84.4,46.1
37.58,19.83,14.81,-84.4,46.2
37.67,19.38,15.1,-84.4,46.3
37.8,19.06,16.17,-84.4,46.4
51.86,38.36,19.28,-84.3,41.8
51.28,38.62,19.54,-84.3,41.9
51.13,38.9,19.76,-84.3,42.0
50.6,39.41,20.96,-84.3,42.1
50.44,39.54,21.19,-84.3,42.2
50.2,39.58,21.27,-84.3,42.3
49.57,39.6,21.58,-84.3,42.4
49.28,39.4,21.61,-84.3,42.5
48.94,38.83,21.73,-84.3,42.6
47.91,38.21,22.16,-84.3,42.7
47.18,37.85,22.53,-84.3,42.8
46.85,37.15,22.43,-84.3,42.9
46.68,36.67,22.32,-84.3,43.0
45.09,36.18,22.7,-84.3,43.1
44.71,35.91,22.66,-84.3,43.2
43.8,35.33,22.89,-84.3,43.3
43.36,35.0,22.95,-84.3,43.4
42.81,34.57,22.76,-84.3,43.5
42.53,34.07,22.04,-84.3,43.6
42.44,33.95,21.64,-84.3,43.7
41.26,32.81,21.97,-84.3,43.8
40.72,32.38,21.95,-84.3,43.9
39.78,31.55,21.83,-84.3,44.0
39.31,30.9,21.46,-84.3,44.1
39.12,30.56,21.21,-84.3,44.2
39.09,29.34,19.58,-84.3,44.3
38.9,28.95,19.25,-84.3,44.4
38.67,28.27,18.56,-84.3,44.5
38.07,27.56,17.96,-84.3,44.6
37.73,27.04,17.16,-84.3,44.7
37.63,26.3,16.37,-84.3,44.8
37.68,26.16,16.32,-84.3,44.9
37.72,25.19,16.18,-84.3,45.0
37.81,25.2,16.86,-84.3,45.1
37.94,24.74,16.39,-84.3,45.2
37.88,24.16,15.36,-84.3,45.3
37.91,23.96,15.21,-84.3,45.4
37.92,23.12,14.97,-84.3,45.5
37.9,22.9,14.99,-84.3,45.6
37.53,20.36,14.87,-84.3,46.0
37.47,20.11,14.49,-84.3,46.1
37.7,19.84,14.09,-84.3,46.2
37.86,19.49,14.12,-84.3,46.3
37.87,19.09,15.7,-84.3,46.4
52.2,37.98,19.53,-84.2,41.8
51.59,38.18,19.4,-84.2,41.9
51.4,38.66,19.77,-84.2,42.0
50.98,39.21,20.59,-84.2,42.1
50.55,39.43,21.04,-84.2,42.2
50.27,39.53,21.14,-84.2,42.3
49.7,39.54,21.39,-84.2,42.4
49.41,39.59,21.51,-84.2,42.5
49.08,38.96,21.67,-84.2,42.6
48.55,38.32,22.05,-84.2,42.7
47.11,37.82,22.27,-84.2,42.8
46.89,36.83,22.28,-84.2,42.9
46.68,36.74,22.37,-84.2,43.0
45.06,36.23,22.67,-84.2,43.1
44.16,35.6,22.88,-84.2,43.2
43.87,35.31,22.91,-84.2,43.3
43.74,35.05,22.99,-84.2,43.4
43.06,34.27,22.83,-84.2,43.5
42.69,34.08,22.4,-84.2,43.6
42.4,33.67,21.81,-84.2,43.7
41.58,33.09,22.15,-84.2,43.8
40.82,32.47,22.17,-84.2,43.9
39.94,31.67,22.03,-84.2,44.0
39.45,31.14,21.56,-84.2,44.1
39.13,30.84,21.3,-84.2,44.2
39.25,29.48,19.69,-84.2,44.3
39.07,28.74,19.27,-84.2,44.4
38.74,28.03,18.33,-84.2,44.5
38.37,27.45,17.88,-84.2,44.6
38.06,27.09,17.53,-84.2,44.7
37.72,26.33,16.66,-84.2,44.8
37.74,25.7,16.05,-84.2,44.9
37.84,25.12,15.99,-84.2,45.0
37.91,25.06,15.95,-84.2,45.1
37.89,24.25,15.12,-84.2,45.2
37.91,24.09,15.12,-84.2,45.3
37.93,23.91,15.15,-84.2,45.4
37.91,23.09,14.65,-84.2,45.5
37.87,22.88,14.64,-84.2,45.6
37.47,20.33,14.5,-84.2,46.0
37.47,20.07,14.19,-84.2,46.1
37.81,19.83,13.32,-84.2,46.2
38.42,19.32,12.48,-84.2,46.3
37.88,19.18,15.07,-84.2,46.4
37.86,18.95,16.02,-84.2,46.5
52.42,37.58,19.19,-84.1,41.8
52.03,37.07,18.81,-84.1,41.9
51.64,38.46,19.54,-84.1,42.0
51.55,39.01,20.11,-84.1,42.1
50.71,39.29,20.83,-84.1,42.2
50.07,39.57,21.09,-84.1,42.3
49.82,39.51,21.36,-84.1,42.4
49.52,39.61,21.51,-84.1,42.5
49.19,38.89,21.61,-84.1,42.6
48.67,38.26,21.97,-84.1,42.7
47.77,37.92,22.17,-84.1,42.8
46.9,37.1,22.14,-84.1,42.9
46.67,36.83,22.46,-84.1,43.0
45.08,36.24,22.63,-84.1,43.1
44.14,35.59,22.84,-84.1,43.2
43.95,35.27,22.89,-84.1,43.3
43.78,34.9,23.0,-84.1,43.4
43.4,34.18,23.47,-84.1,43.5
43.03,34.15,23.03,-84.1,43.6
42.53,33.85,22.62,-84.1,43.7
42.16,33.55,22.57,-84.1,43.8
41.43,32.93,22.46,-84.1,43.9
40.8,32.31,22.24,-84.1,44.0
39.99,31.51,21.96,-84.1,44.1
39.35,30.48,20.99,-84.1,44.2
39.43,29.75,19.98,-84.1,44.3
39.25,28.84,19.34,-84.1,44.4
38.98,28.15,18.67,-84.1,44.5
38.6,27.5,17.88,-84.1,44.6
38.28,26.87,17.39,-84.1,44.7
38.01,26.32,16.57,-84.1,44.8
37.97,26.13,16.36,-84.1,44.9
37.94,25.56,15.79,-84.1,45.0
