maxTemp,minTemp,wind,longitude,latitude
38.02,25.0,15.72,-84.1,45.1
37.96,24.17,14.88,-84.1,45.2
37.96,24.03,14.86,-84.1,45.3
37.91,23.73,15.18,-84.1,45.4
37.39,20.37,14.1,-84.1,46.0
37.43,20.12,13.95,-84.1,46.1
37.72,19.88,13.47,-84.1,46.2
52.62,37.89,19.37,-84.0,41.8
52.07,37.77,19.12,-84.0,41.9
51.85,38.37,19.6,-84.0,42.0
51.4,38.66,20.21,-84.0,42.1
51.38,38.92,20.21,-84.0,42.2
50.35,39.22,20.75,-84.0,42.3
49.97,39.45,21.2,-84.0,42.4
49.74,39.59,21.39,-84.0,42.5
49.42,38.39,21.59,-84.0,42.6
48.93,38.23,21.8,-84.0,42.7
47.78,37.95,22.09,-84.0,42.8
46.86,37.35,22.1,-84.0,42.9
46.64,36.95,22.07,-84.0,43.0
44.95,36.21,22.52,-84.0,43.1
44.13,35.56,22.79,-84.0,43.2
43.96,35.14,22.8,-84.0,43.3
43.93,34.82,22.85,-84.0,43.4
43.67,34.45,23.13,-84.0,43.5
42.93,33.97,23.06,-84.0,43.6
42.44,33.73,22.88,-84.0,43.7
42.09,33.59,23.01,-84.0,43.8
41.41,33.0,22.84,-84.0,43.9
41.09,32.63,22.14,-84.0,44.0
40.38,31.87,21.77,-84.0,44.1
39.6,30.73,21.12,-84.0,44.2
39.72,29.96,20.02,-84.0,44.3
39.62,29.13,19.53,-84.0,44.4
39.34,28.24,18.61,-84.0,44.5
38.99,27.53,17.77,-84.0,44.6
38.52,26.9,17.35,-84.0,44.7
38.49,26.62,16.98,-84.0,44.8
38.29,26.08,16.19,-84.0,44.9
38.28,25.49,15.57,-84.0,45.0
38.05,24.65,15.1,-84.0,45.1
38.0,24.07,14.88,-84.0,45.2
37.97,23.85,14.9,-84.0,45.3
37.9,23.62,14.39,-84.0,45.4
37.43,20.45,13.62,-84.0,46.0
37.36,20.36,13.85,-84.0,46.1
52.92,38.31,19.57,-83.9,41.8
52.4,38.32,19.5,-83.9,41.9
51.95,38.49,20.16,-83.9,42.0
51.58,38.6,20.24,-83.9,42.1
51.54,38.54,20.27,-83.9,42.2
51.14,38.78,20.6,-83.9,42.3
50.21,39.44,20.98,-83.9,42.4
49.84,39.58,21.32,-83.9,42.5
49.48,39.05,21.44,-83.9,42.6
49.12,38.66,21.61,-83.9,42.7
47.76,37.93,21.99,-83.9,42.8
46.77,37.37,21.99,-83.9,42.9
45.75,36.75,22.25,-83.9,43.0
44.93,36.2,22.42,-83.9,43.1
44.28,35.74,22.68,-83.9,43.2
44.03,35.09,22.71,-83.9,43.3
44.13,34.47,22.21,-83.9,43.4
43.79,34.45,22.67,-83.9,43.5
42.81,33.85,22.87,-83.9,43.6
41.09,32.67,22.46,-83.9,44.0
40.47,31.94,21.96,-83.9,44.1
39.98,30.74,20.73,-83.9,44.2
39.96,29.98,20.09,-83.9,44.3
39.77,29.29,19.52,-83.9,44.4
39.57,28.47,18.83,-83.9,44.5
39.28,27.94,17.82,-83.9,44.6
38.89,27.04,17.28,-83.9,44.7
38.77,26.6,16.86,-83.9,44.8
38.62,25.98,15.94,-83.9,44.9
38.65,25.44,15.3,-83.9,45.0
38.58,24.57,14.72,-83.9,45.1
38.11,24.06,14.66,-83.9,45.2
38.03,23.95,14.53,-83.9,45.3
37.98,23.48,13.85,-83.9,45.4
37.71,20.17,12.62,-83.9,46.0
53.19,38.86,19.25,-83.8,41.8
52.78,38.52,19.85,-83.8,41.9
52.33,38.53,20.26,-83.8,42.0
52.09,38.35,20.54,-83.8,42.1
51.8,37.94,20.42,-83.8,42.2
51.4,38.54,20.66,-83.8,42.3
50.81,39.12,20.91,-83.8,42.4
50.08,39.37,21.48,-83.8,42.5
49.71,39.67,21.6,-83.8,42.6
49.27,39.02,21.57,-83.8,42.7
48.65,38.43,21.73,-83.8,42.8
47.1,37.63,21.95,-83.8,42.9
46.07,37.01,22.19,-83.8,43.0
45.43,36.39,22.33,-83.8,43.1
44.46,35.78,22.38,-83.8,43.2
44.06,35.08,22.67,-83.8,43.3
44.02,34.53,22.31,-83.8,43.4
43.72,34.37,22.49,-83.8,43.5
43.06,34.02,22.66,-83.8,43.6
41.06,32.69,22.7,-83.8,44.0
40.42,31.52,21.25,-83.8,44.1
40.38,31.2,20.5,-83.8,44.2
40.08,30.08,20.1,-83.8,44.3
39.94,29.4,19.51,-83.8,44.4
39.75,28.58,18.81,-83.8,44.5
39.47,28.01,17.81,-83.8,44.6
39.12,27.06,17.21,-83.8,44.7
38.96,26.64,16.76,-83.8,44.8
38.96,25.9,15.73,-83.8,44.9
39.07,25.15,14.78,-83.8,45.0
39.04,24.52,14.47,-83.8,45.1
38.46,24.06,14.45,-83.8,45.2
38.1,23.96,14.34,-83.8,45.3
38.0,23.82,13.11,-83.8,45.4
37.31,19.98,12.34,-83.8,46.0
37.28,20.27,13.4,-83.8,46.1
53.47,39.23,19.33,-83.7,41.8
52.94,38.88,19.81,-83.7,41.9
52.55,38.76,20.4,-83.7,42.0
52.45,38.53,20.55,-83.7,42.1
52.14,37.81,20.52,-83.7,42.2
51.77,38.51,20.67,-83.7,42.3
51.27,38.98,20.81,-83.7,42.4
50.45,39.41,21.27,-83.7,42.5
50.1,39.53,21.33,-83.7,42.6
49.48,39.55,21.7,-83.7,42.7
48.78,38.62,21.52,-83.7,42.8
47.48,37.88,21.87,-83.7,42.9
46.85,37.41,21.84,-83.7,43.0
45.51,36.41,22.23,-83.7,43.1
44.47,35.75,22.52,-83.7,43.2
44.17,35.23,22.62,-83.7,43.3
43.85,34.62,22.05,-83.7,43.4
43.51,34.28,21.87,-83.7,43.5
40.93,32.63,23.09,-83.7,44.0
40.42,31.56,21.55,-83.7,44.1
40.4,30.87,20.46,-83.7,44.2
40.47,30.53,19.76,-83.7,44.3
40.08,29.52,19.22,-83.7,44.4
39.86,28.7,18.28,-83.7,44.5
39.8,28.25,17.8,-83.7,44.6
39.39,27.51,17.27,-83.7,44.7
39.34,26.47,16.76,-83.7,44.8
39.3,25.79,15.5,-83.7,44.9
39.7,25.12,14.94,-83.7,45.0
39.72,24.45,14.12,-83.7,45.1
38.88,24.06,14.26,-83.7,45.2
38.24,23.97,14.33,-83.7,45.3
37.13,19.72,12.01,-83.7,46.0
37.22,20.18,13.32,-83.7,46.1
53.4,39.29,19.74,-83.6,41.8
52.99,39.11,20.3,-83.6,41.9
52.87,38.73,20.48,-83.6,42.0
52.82,38.48,20.65,-83.6,42.1
52.44,38.41,20.74,-83.6,42.2
52.32,38.49,20.74,-83.6,42.3
51.52,38.8,20.97,-83.6,42.4
50.64,39.29,21.28,-83.6,42.5
50.23,39.42,21.33,-83.6,42.6
49.65,39.59,21.56,-83.6,42.7
49.36,38.95,21.39,-83.6,42.8
48.2,38.27,21.41,-83.6,42.9
47.39,37.78,21.57,-83.6,43.0
45.69,36.47,21.96,-83.6,43.1
44.61,35.91,21.95,-83.6,43.2
44.41,35.32,21.89,-83.6,43.3
44.09,34.71,21.75,-83.6,43.4
43.56,34.19,21.68,-83.6,43.5
43.14,34.2,22.22,-83.6,43.6
40.55,31.5,22.02,-83.6,44.1
40.51,30.91,20.31,-83.6,44.2
40.63,30.58,19.56,-83.6,44.3
40.44,29.9,19.17,-83.6,44.4
40.1,28.87,18.27,-83.6,44.5
39.97,28.34,17.78,-83.6,44.6
39.68,27.71,17.25,-83.6,44.7
39.59,26.71,16.69,-83.6,44.8
39.72,25.56,15.38,-83.6,44.9
40.39,24.77,14.27,-83.6,45.0
40.92,24.29,13.61,-83.6,45.1
39.48,24.37,14.1,-83.6,45.2
38.7,23.67,14.46,-83.6,45.3
37.16,20.08,13.08,-83.6,46.0
37.24,20.08,13.39,-83.6,46.1
53.19,39.27,20.07,-83.5,41.8
52.94,39.27,20.57,-83.5,41.9
52.89,38.96,21.0,-83.5,42.0
52.95,38.57,20.83,-83.5,42.1
52.71,38.45,21.09,-83.5,42.2
52.52,38.5,21.15,-83.5,42.3
52.03,38.9,21.16,-83.5,42.4
51.04,39.19,21.2,-83.5,42.5
50.32,39.35,21.37,-83.5,42.6
49.92,39.26,21.44,-83.5,42.7
49.48,39.16,21.22,-83.5,42.8
49.32,38.85,21.14,-83.5,42.9
48.23,38.1,21.18,-83.5,43.0
46.37,37.01,21.17,-83.5,43.1
45.5,36.28,21.33,-83.5,43.2
44.45,35.28,21.28,-83.5,43.3
44.13,34.35,21.28,-83.5,43.4
43.99,34.07,21.38,-83.5,43.5
43.2,33.97,21.83,-83.5,43.6
40.93,30.66,19.14,-83.5,44.3
40.92,30.22,19.04,-83.5,44.4
40.42,29.08,18.28,-83.5,44.5
40.12,28.44,17.78,-83.5,44.6
39.78,27.73,17.23,-83.5,44.7
39.71,26.69,16.64,-83.5,44.8
40.02,25.68,15.55,-83.5,44.9
40.62,24.71,13.89,-83.5,45.0
41.08,24.19,13.15,-83.5,45.1
39.86,24.2,13.97,-83.5,45.2
38.88,23.68,14.53,-83.5,45.3
37.18,20.31,13.68,-83.5,46.0
52.91,39.34,20.74,-83.4,41.9
52.92,39.03,21.11,-83.4,42.0
53.02,38.72,20.72,-83.4,42.1
53.32,38.49,21.32,-83.4,42.2
52.91,38.68,21.32,-83.4,42.3
51.91,38.95,21.26,-83.4,42.4
51.47,39.05,21.09,-83.4,42.5
50.57,39.13,21.37,-83.4,42.6
49.94,38.93,21.42,-83.4,42.7
49.71,39.03,21.16,-83.4,42.8
49.55,38.98,21.11,-83.4,42.9
48.46,37.9,20.8,-83.4,43.0
46.34,36.82,21.1,-83.4,43.1
46.05,36.52,21.23,-83.4,43.2
44.56,35.41,21.06,-83.4,43.3
44.38,34.51,21.12,-83.4,43.4
44.13,34.15,21.15,-83.4,43.5
43.46,34.15,21.48,-83.4,43.6
42.85,33.89,21.88,-83.4,43.7
42.52,33.73,22.19,-83.4,43.8
41.13,30.19,18.93,-83.4,44.4
40.85,29.46,18.32,-83.4,44.5
39.98,28.41,17.79,-83.4,44.6
39.84,27.75,17.24,-83.4,44.7
39.91,27.08,16.6,-83.4,44.8
40.04,25.62,15.61,-83.4,44.9
41.2,24.18,12.6,-83.4,45.1
39.85,24.2,14.09,-83.4,45.2
52.97,39.13,20.88,-83.3,42.0
52.95,38.91,21.15,-83.3,42.1
53.49,38.55,21.68,-83.3,42.2
53.05,38.7,21.36,-83.3,42.3
52.27,38.87,21.23,-83.3,42.4
51.68,39.08,20.91,-83.3,42.5
51.12,38.96,20.82,-83.3,42.6
50.48,39.03,21.08,-83.3,42.7
49.94,38.99,21.05,-83.3,42.8
49.66,38.76,20.69,-83.3,42.9
48.83,38.03,20.18,-83.3,43.0
47.65,37.15,20.29,-83.3,43.1
46.56,36.72,20.99,-83.3,43.2
44.75,35.73,20.95,-83.3,43.3
44.29,34.86,21.01,-83.3,43.4
43.91,34.39,20.84,-83.3,43.5
43.46,34.2,21.18,-83.3,43.6
43.15,34.08,21.38,-83.3,43.7
42.88,33.92,21.56,-83.3,43.8
42.02,33.23,21.66,-83.3,43.9
39.84,27.76,17.27,-83.3,44.7
39.89,27.1,16.72,-83.3,44.8
52.7,39.19,20.63,-83.2,42.0
52.88,38.95,20.47,-83.2,42.1
53.0,38.73,21.04,-83.2,42.2
52.86,38.67,21.26,-83.2,42.3
52.36,38.91,21.03,-83.2,42.4
51.89,38.92,20.53,-83.2,42.5
51.48,38.92,20.48,-83.2,42.6
50.98,38.98,20.8,-83.2,42.7
50.41,39.02,20.86,-83.2,42.8
49.75,38.97,20.42,-83.2,42.9
49.13,38.35,19.82,-83.2,43.0
48.88,37.81,19.86,-83.2,43.1
47.5,37.07,20.45,-83.2,43.2
45.98,36.13,20.34,-83.2,43.3
44.59,35.43,20.82,-83.2,43.4
43.93,34.73,20.56,-83.2,43.5
43.68,34.57,20.67,-83.2,43.6
43.28,34.19,20.88,-83.2,43.7
43.07,34.01,20.96,-83.2,43.8
42.7,33.67,20.83,-83.2,43.9
52.85,38.65,21.33,-83.1,42.3
52.72,38.78,20.81,-83.1,42.4
52.12,38.95,20.41,-83.1,42.5
51.71,38.95,20.42,-83.1,42.6
51.17,38.97,20.66,-83.1,42.7
50.64,38.85,20.55,-83.1,42.8
49.53,38.81,20.04,-83.1,42.9
49.24,38.67,19.71,-83.1,43.0
48.98,37.98,19.66,-83.1,43.1
48.14,37.4,19.28,-83.1,43.2
46.52,36.5,20.14,-83.1,43.3
44.98,35.71,20.32,-83.1,43.4
44.58,35.46,20.4,-83.1,43.5
43.81,34.83,20.4,-83.1,43.6
43.32,34.16,20.4,-83.1,43.7
43.15,33.92,20.35,-83.1,43.8
42.86,33.7,20.26,-83.1,43.9
42.07,32.61,19.74,-83.1,44.0
53.39,38.94,20.59,-83.0,42.4
52.29,39.09,20.43,-83.0,42.5
51.76,39.01,20.48,-83.0,42.6
51.1,38.88,20.56,-83.0,42.7
50.74,38.78,20.46,-83.0,42.8
49.68,38.71,19.92,-83.0,42.9
49.49,38.73,19.82,-83.0,43.0
49.18,38.61,19.51,-83.0,43.1
48.19,37.57,19.14,-83.0,43.2
47.02,36.8,19.67,-83.0,43.3
45.25,35.91,20.05,-83.0,43.4
44.85,35.64,20.1,-83.0,43.5
44.04,35.02,19.84,-83.0,43.6
43.46,34.18,19.79,-83.0,43.7
43.07,33.46,19.33,-83.0,43.8
43.05,33.85,19.62,-83.0,43.9
42.62,33.22,19.72,-83.0,44.0
52.55,39.07,20.61,-82.9,42.4
51.98,39.51,20.12,-82.9,42.5
51.78,39.04,20.68,-82.9,42.6
51.36,38.85,20.45,-82.9,42.7
50.58,38.72,20.11,-82.9,42.8
49.8,38.61,19.79,-82.9,42.9
49.55,38.62,19.67,-82.9,43.0
49.23,38.77,19.38,-82.9,43.1
48.41,38.14,18.93,-82.9,43.2
47.98,37.32,18.88,-82.9,43.3
46.1,36.44,19.63,-82.9,43.4
45.09,35.7,19.42,-82.9,43.5
44.29,35.19,19.52,-82.9,43.6
44.02,34.54,19.13,-82.9,43.7
43.24,34.01,19.14,-82.9,43.8
43.24,34.12,19.19,-82.9,43.9
42.9,33.32,19.19,-82.9,44.0
51.81,38.99,21.2,-82.8,42.6
51.37,38.75,20.33,-82.8,42.7
50.58,38.57,19.96,-82.8,42.8
49.86,38.47,19.59,-82.8,42.9
49.6,38.52,19.5,-82.8,43.0
49.27,38.69,19.24,-82.8,43.1
48.43,38.27,18.81,-82.8,43.2
47.97,37.49,18.71,-82.8,43.3
46.52,36.88,19.18,-82.8,43.4
45.24,36.04,18.93,-82.8,43.5
44.41,35.39,18.68,-82.8,43.6
43.86,34.96,18.51,-82.8,43.7
43.42,34.49,18.31,-82.8,43.8
43.39,34.41,18.26,-82.8,43.9
43.64,34.19,18.67,-82.8,44.0
51.7,38.53,20.31,-82.7,42.6
51.22,38.38,20.06,-82.7,42.7
50.64,38.34,19.53,-82.7,42.8
50.11,38.32,19.16,-82.7,42.9
49.65,38.41,19.27,-82.7,43.0
49.13,38.58,18.74,-82.7,43.1
48.46,38.38,18.72,-82.7,43.2
47.93,37.92,18.47,-82.7,43.3
46.67,37.18,18.2,-82.7,43.4
45.63,36.48,18.44,-82.7,43.5
44.58,35.59,18.42,-82.7,43.6
43.91,35.15,18.15,-82.7,43.7
43.45,34.59,17.26,-82.7,43.8
43.37,34.45,17.35,-82.7,43.9
51.05,37.84,19.67,-82.6,42.7
50.42,38.09,19.1,-82.6,42.8
50.11,37.89,18.4,-82.6,42.9
49.87,38.33,18.87,-82.6,43.0
49.24,38.49,18.73,-82.6,43.1
48.63,38.53,18.52,-82.6,43.2
47.62,38.08,17.8,-82.6,43.3
46.26,37.42,17.84,-82.6,43.4
45.94,36.99,18.19,-82.6,43.5
44.72,35.78,18.24,-82.6,43.6
50.8,37.59,19.39,-82.5,42.7
50.34,38.02,18.96,-82.5,42.8
50.02,37.51,17.78,-82.5,42.9
49.91,38.35,18.96,-82.5,43.0
49.47,38.42,18.67,-82.5,43.1
